ID,Equation,Answer,Type,Complexity,Method_Used,Output_Answer,IsCorrect,Latency_ms,CPU_Time_ms,RAM_Peak_MB,Request_Size_Bytes,Response_Size_Bytes,HTTP_Status_Code,SOAP_Fault_Flag,Retry_Count,SOAP_Calls_Count
chal-720,( 84.0 - 52.0 ),32,Subtraction,0.4938,SOAP_Calculator,32.0,1,89.72489996813238,0.0,0.0078125,304,252,200,0,0,1
chal-238,( 2.0 + 6.0 ),8,Addition,0.4632,SOAP_Calculator,8.0,1,104.76410016417503,0.0,0.0078125,302,251,200,0,0,1
chal-266,( ( 43.0 * 23.0 ) + 8.0 ),997,Addition,0.9475,SOAP_Calculator,997.0,1,190.63880015164614,0.0,0,608,506,200,0,0,2
chal-91,( 6.0 - 5.0 ),1,Subtraction,0.4632,SOAP_Calculator,1.0,1,52.445000037550926,0.0,0.01953125,302,251,200,0,0,1
chal-836,( ( 57.0 + 26.0 ) + 27.0 ),110,Addition,0.958,SOAP_Calculator,110.0,1,166.56379983760417,15.625,0.078125,608,505,200,0,0,2
chal-863,( 12.0 / 2.0 ),6,Common-Division,0.4785,SOAP_Calculator,6.0,1,53.90179995447397,15.625,0.00390625,303,251,200,0,0,1
chal-55,( 14.0 + 10.0 ),24,Addition,0.4938,SOAP_Calculator,24.0,1,95.1519999653101,0.0,0.03515625,304,252,200,0,0,1
chal-658,( 9.0 + 10.0 ),19,Addition,0.4785,SOAP_Calculator,19.0,1,94.83739989809692,0.0,0.0078125,303,252,200,0,0,1
chal-944,( 82.0 - 79.0 ),3,Subtraction,0.4938,SOAP_Calculator,3.0,1,71.45579997450113,0.0,0,304,251,200,0,0,1
chal-407,( 18.0 - 10.0 ),8,Subtraction,0.4938,SOAP_Calculator,8.0,1,75.80019999295473,0.0,0,304,251,200,0,0,1
chal-381,( 450.0 / 30.0 ),15,Common-Division,0.5091,SOAP_Calculator,15.0,1,72.65460002236068,15.625,0,305,252,200,0,0,1
chal-125,( 14.0 - ( 12.0 - 10.0 ) ),12,Subtraction,0.958,SOAP_Calculator,12.0,1,148.48910016007721,0.0,0.0078125,607,503,200,0,0,2
chal-492,( 15.0 - 7.0 ),8,Subtraction,0.4785,SOAP_Calculator,8.0,1,75.83489990793169,0.0,0.0078125,303,251,200,0,0,1
chal-803,( 5.0 + 6.0 ),11,Addition,0.4632,SOAP_Calculator,11.0,1,76.18129998445511,0.0,0.03125,302,252,200,0,0,1
chal-901,( 20.0 - 17.0 ),3,Subtraction,0.4938,SOAP_Calculator,3.0,1,74.48730012401938,0.0,0,304,251,200,0,0,1
chal-431,( 9.0 - 3.0 ),6,Subtraction,0.4632,SOAP_Calculator,6.0,1,72.36150000244379,0.0,0.0546875,302,251,200,0,0,1
chal-946,( 57.0 - 31.0 ),26,Subtraction,0.4938,SOAP_Calculator,26.0,1,71.88190007582307,0.0,0.0078125,304,252,200,0,0,1
chal-704,( 151.0 - 50.0 ),101,Subtraction,0.5091,SOAP_Calculator,101.0,1,92.71030011586845,0.0,0.03515625,305,253,200,0,0,1
chal-295,( 48.0 - 11.0 ),37,Subtraction,0.4938,SOAP_Calculator,37.0,1,94.43309996277094,0.0,0.03125,304,252,200,0,0,1
chal-879,( 6.0 * 12.0 ),72,Multiplication,0.4785,SOAP_Calculator,72.0,1,111.48190009407699,0.0,0.03515625,303,252,200,0,0,1
chal-213,( 17.0 * 4.0 ),68,Multiplication,0.4785,SOAP_Calculator,68.0,1,98.9784998819232,15.625,0.00390625,303,252,200,0,0,1
chal-919,( ( 102.0 - 22.0 ) / 8.0 ),10,Common-Division,0.958,SOAP_Calculator,10.0,1,149.61339998990297,15.625,0.00390625,608,504,200,0,0,2
chal-38,( 7.0 - 5.0 ),2,Subtraction,0.4632,SOAP_Calculator,2.0,1,52.38489992916584,0.0,0,302,251,200,0,0,1
chal-861,( 148.0 - 103.0 ),45,Subtraction,0.5244,SOAP_Calculator,45.0,1,93.71120017021894,0.0,0.03125,306,252,200,0,0,1
chal-899,( 5.0 + 8.0 ),13,Addition,0.4632,SOAP_Calculator,13.0,1,74.52959986403584,15.625,0,302,252,200,0,0,1
chal-126,( 140.0 - 22.0 ),118,Subtraction,0.5091,SOAP_Calculator,118.0,1,95.60889983549714,0.0,0,305,253,200,0,0,1
chal-24,( 5.0 - 4.0 ),1,Subtraction,0.4632,SOAP_Calculator,1.0,1,51.49869993329048,0.0,0.04296875,302,251,200,0,0,1
chal-840,( 902.0 + 44.0 ),946,Addition,0.5091,SOAP_Calculator,946.0,1,94.66929989866912,0.0,0.0390625,305,253,200,0,0,1
chal-977,( 492.0 / 12.0 ),41,Common-Division,0.5091,SOAP_Calculator,41.0,1,94.48169986717403,0.0,0,305,252,200,0,0,1
chal-102,( 19.0 - 11.0 ),8,Subtraction,0.4938,SOAP_Calculator,8.0,1,52.96040000393987,15.625,0.01171875,304,251,200,0,0,1
chal-116,( 160.0 - 56.0 ),104,Subtraction,0.5091,SOAP_Calculator,104.0,1,95.21900000981987,0.0,0,305,253,200,0,0,1
chal-436,( 36.0 / 12.0 ),3,Common-Division,0.4938,SOAP_Calculator,3.0,1,52.61640017852187,0.0,0.03515625,304,251,200,0,0,1
chal-951,( 19.0 + 39.0 ),58,Addition,0.4938,SOAP_Calculator,58.0,1,97.455799812451,15.625,0,304,252,200,0,0,1
chal-121,( 7.0 - 4.0 ),3,Subtraction,0.4632,SOAP_Calculator,3.0,1,53.218499990180135,0.0,0.00390625,302,251,200,0,0,1
chal-385,( 120.0 / 20.0 ),6,Common-Division,0.5091,SOAP_Calculator,6.0,1,71.59320008940995,0.0,0.015625,305,251,200,0,0,1
chal-48,( ( 8.0 + 10.0 ) - 7.0 ),11,Subtraction,0.937,SOAP_Calculator,11.0,1,144.60409991443157,0.0,0,606,504,200,0,0,2
chal-172,( 30.0 / 5.0 ),6,Common-Division,0.4785,SOAP_Calculator,6.0,1,72.73630006238818,0.0,0.00390625,303,251,200,0,0,1
chal-318,( 18.0 - 4.0 ),14,Subtraction,0.4785,SOAP_Calculator,14.0,1,71.86000002548099,0.0,0.0078125,303,252,200,0,0,1
chal-325,( ( 6.0 + 16.0 ) + 19.0 ),41,Addition,0.9475,SOAP_Calculator,41.0,1,166.4466999936849,15.625,0,607,504,200,0,0,2
chal-881,( 7.0 - 4.0 ),3,Subtraction,0.4632,SOAP_Calculator,3.0,1,52.47059999965131,0.0,0.015625,302,251,200,0,0,1
chal-264,( 3.0 - 2.0 ),1,Subtraction,0.4632,SOAP_Calculator,1.0,1,55.45470002107322,0.0,0.00390625,302,251,200,0,0,1
chal-146,( 214.0 + 910.0 ),1124,Addition,0.5244,SOAP_Calculator,1124.0,1,99.47010013274848,15.625,0.00390625,306,254,200,0,0,1
chal-44,( ( 3.0 + 2.0 ) - 4.0 ),1,Subtraction,0.9265,SOAP_Calculator,1.0,1,110.38969992659986,0.0,0.01171875,604,502,200,0,0,2
chal-505,( 34.0 + 18.0 ),52,Addition,0.4938,SOAP_Calculator,52.0,1,96.18959994986653,0.0,0.03125,304,252,200,0,0,1
chal-87,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,0.9265,SOAP_Calculator,1.0,1,111.94429988972843,0.0,0.00390625,604,502,200,0,0,2
chal-377,( 145.0 - 139.0 ),6,Subtraction,0.5244,SOAP_Calculator,6.0,1,75.11410000734031,15.625,0.03515625,306,251,200,0,0,1
chal-531,( 11.0 - 8.0 ),3,Subtraction,0.4785,SOAP_Calculator,3.0,1,52.062900038436055,0.0,0.01171875,303,251,200,0,0,1
chal-985,( ( 28.0 + 939.0 ) * 1091.0 ),1054997,Multiplication,0.9895,SOAP_Calculator,1054997.0,1,195.6909999717027,0.0,0.0390625,612,510,200,0,0,2
chal-852,( 37.0 - 30.0 ),7,Subtraction,0.4938,SOAP_Calculator,7.0,1,71.6610997915268,0.0,0,304,251,200,0,0,1
chal-346,( 5.0 + 12.0 ),17,Addition,0.4785,SOAP_Calculator,17.0,1,73.00470001064241,0.0,0.05078125,303,252,200,0,0,1
chal-404,( 16.0 - 5.0 ),11,Subtraction,0.4785,SOAP_Calculator,11.0,1,72.29690020903945,15.625,0.04296875,303,252,200,0,0,1
chal-227,( 28.0 / 2.0 ),14,Common-Division,0.4785,SOAP_Calculator,14.0,1,52.95560020022094,15.625,0.03125,303,252,200,0,0,1
chal-988,( 3.0 + 2.0 ),5,Addition,0.4632,SOAP_Calculator,5.0,1,52.88180010393262,0.0,0.03515625,302,251,200,0,0,1
chal-165,( 115.0 - 78.0 ),37,Subtraction,0.5091,SOAP_Calculator,37.0,1,73.84989992715418,0.0,0.00390625,305,252,200,0,0,1
chal-336,( 7.0 - ( 2.0 + 4.0 ) ),1,Subtraction,0.9265,SOAP_Calculator,1.0,1,109.0989001095295,0.0,0.00390625,604,502,200,0,0,2
chal-601,( 4.0 - 2.0 ),2,Subtraction,0.4632,SOAP_Calculator,2.0,1,52.095500053837895,0.0,0.00390625,302,251,200,0,0,1
chal-917,( 134.0 - 11.0 ),123,Subtraction,0.5091,SOAP_Calculator,123.0,1,93.33740011788905,0.0,0,305,253,200,0,0,1
chal-473,( 15.0 / 5.0 ),3,Common-Division,0.4785,SOAP_Calculator,3.0,1,75.04740008153021,0.0,0,303,251,200,0,0,1
chal-448,( 3.0 - 2.0 ),1,Subtraction,0.4632,SOAP_Calculator,1.0,1,51.931099966168404,0.0,0,302,251,200,0,0,1
chal-108,( 141.0 * 71.0 ),10011,Multiplication,0.5091,SOAP_Calculator,10011.0,1,94.19179987162352,31.25,0,305,255,200,0,0,1
chal-857,( 264.0 - ( 15.0 * 11.0 ) ),99,Subtraction,0.9685,SOAP_Calculator,99.0,1,192.95129994861782,0.0,0.00390625,610,505,200,0,0,2
chal-156,( 10.0 / 2.0 ),5,Common-Division,0.4785,SOAP_Calculator,5.0,1,53.333599818870425,0.0,0,303,251,200,0,0,1
chal-459,( ( 41.0 + 26.0 ) + 4.0 ),71,Addition,0.9475,SOAP_Calculator,71.0,1,189.130499958992,0.0,0.07421875,607,504,200,0,0,2
chal-281,( ( 9.0 + 62.0 ) + 140.0 ),211,Addition,0.958,SOAP_Calculator,211.0,1,167.9578998591751,0.0,0.00390625,608,505,200,0,0,2
chal-208,( 5.0 - 4.0 ),1,Subtraction,0.4632,SOAP_Calculator,1.0,1,52.190500078722835,15.625,0,302,251,200,0,0,1
chal-155,( 6.0 - 4.0 ),2,Subtraction,0.4632,SOAP_Calculator,2.0,1,73.76790000125766,0.0,0.0078125,302,251,200,0,0,1
chal-588,( ( 62.0 - 144.0 ) + 149.0 ),67,Addition,0.979,SOAP_Calculator,231.0,0,193.2838000357151,0.0,0.04296875,610,506,200,0,0,2
chal-758,( 86.0 - 41.0 ),45,Subtraction,0.4938,SOAP_Calculator,45.0,1,75.82930009812117,0.0,0,304,252,200,0,0,1
chal-986,( 11.0 - 3.0 ),8,Subtraction,0.4785,SOAP_Calculator,8.0,1,72.92270008474588,0.0,0,303,251,200,0,0,1
chal-384,( 406.0 - 336.0 ),70,Subtraction,0.5244,SOAP_Calculator,70.0,1,96.84249991551042,0.0,0.00390625,306,252,200,0,0,1
chal-802,( 14.0 + 8.0 ),22,Addition,0.4785,SOAP_Calculator,22.0,1,76.52100012637675,15.625,0,303,252,200,0,0,1
chal-649,( ( 23.0 - 15.0 ) / 4.0 ),2,Common-Division,0.9475,SOAP_Calculator,2.0,1,127.49339989386499,0.0,0.0703125,606,502,200,0,0,2
chal-807,( 18.0 + 14.0 ),32,Addition,0.4938,SOAP_Calculator,32.0,1,73.7183999735862,0.0,0.03515625,304,252,200,0,0,1
chal-537,( ( 49.0 - 59.0 ) + 24.0 ),14,Addition,0.958,SOAP_Calculator,34.0,0,145.06549993529916,0.0,0.0078125,608,505,200,0,0,2
chal-504,( 19.0 - 2.0 ),17,Subtraction,0.4785,SOAP_Calculator,17.0,1,74.42429987713695,0.0,0.03125,303,252,200,0,0,1
chal-738,( 7.0 - 5.0 ),2,Subtraction,0.4632,SOAP_Calculator,2.0,1,52.59560002014041,0.0,0,302,251,200,0,0,1
chal-560,( 79.0 - ( 14.0 + 11.0 ) ),54,Subtraction,0.958,SOAP_Calculator,54.0,1,166.79289983585477,0.0,0,608,504,200,0,0,2
chal-545,( 36.0 - 35.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,74.12600005045533,0.0,0.00390625,304,251,200,0,0,1
chal-357,( 24.0 - ( 3.0 + 9.0 ) ),12,Subtraction,0.937,SOAP_Calculator,12.0,1,172.00500005856156,15.625,0.01953125,606,504,200,0,0,2
chal-207,( 8.0 + 3.0 ),11,Addition,0.4632,SOAP_Calculator,11.0,1,73.50049982778728,0.0,0.01171875,302,252,200,0,0,1
chal-889,( ( 5.0 * 10.0 ) - 5.0 ),45,Subtraction,0.937,SOAP_Calculator,45.0,1,171.15400009788573,15.625,0,606,504,200,0,0,2
chal-612,( 440.0 - ( 111.0 + 106.0 ) ),223,Subtraction,0.9895,SOAP_Calculator,223.0,1,189.59120009094477,0.0,0.04296875,612,506,200,0,0,2
chal-712,( 60.0 - 19.0 ),41,Subtraction,0.4938,SOAP_Calculator,41.0,1,72.04490015283227,0.0,0,304,252,200,0,0,1
chal-532,( ( 11.0 * 15.0 ) - 16.0 ),149,Subtraction,0.958,SOAP_Calculator,149.0,1,173.56640007346869,15.625,0.0625,609,506,200,0,0,2
chal-260,( 91.0 + 92.0 ),183,Addition,0.4938,SOAP_Calculator,183.0,1,98.07950002141297,0.0,0,304,253,200,0,0,1
chal-154,( 19.0 - ( 4.0 - 19.0 ) ),34,Subtraction,0.9475,SOAP_Calculator,,0,98.08090003207326,15.625,0,303,253,200,0,0,1
chal-853,( 30.0 - ( 47.0 - 30.0 ) ),13,Subtraction,0.958,SOAP_Calculator,13.0,1,146.9147999305278,15.625,0,608,504,200,0,0,2
chal-64,( ( 11.0 - 7.0 ) - 2.0 ),2,Subtraction,0.937,SOAP_Calculator,2.0,1,129.45420015603304,0.0,0.015625,605,502,200,0,0,2
chal-435,( 28.0 / 7.0 ),4,Common-Division,0.4785,SOAP_Calculator,4.0,1,74.40410018898547,0.0,0,303,251,200,0,0,1
chal-340,( 53.0 - 49.0 ),4,Subtraction,0.4938,SOAP_Calculator,4.0,1,76.86930010095239,15.625,0.0546875,304,251,200,0,0,1
chal-514,( 43.0 - 27.0 ),16,Subtraction,0.4938,SOAP_Calculator,16.0,1,74.02739999815822,15.625,0.03125,304,252,200,0,0,1
chal-749,( 7.0 - ( 2.0 + 3.0 ) ),2,Subtraction,0.9265,SOAP_Calculator,2.0,1,103.2905001193285,15.625,0.0390625,604,502,200,0,0,2
chal-488,( 153.0 / 17.0 ),9,Common-Division,0.5091,SOAP_Calculator,9.0,1,73.33119981922209,15.625,0.00390625,305,251,200,0,0,1
chal-525,( 8.0 - 3.0 ),5,Subtraction,0.4632,SOAP_Calculator,5.0,1,53.74880018644035,0.0,0.0078125,302,251,200,0,0,1
chal-894,( 14.0 - 13.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,72.20899988897145,0.0,0.0390625,304,251,200,0,0,1
chal-953,( 406.0 - 132.0 ),274,Subtraction,0.5244,SOAP_Calculator,274.0,1,93.11779984273016,0.0,0,306,253,200,0,0,1
chal-187,( ( 15.0 - 10.0 ) / 5.0 ),1,Common-Division,0.9475,SOAP_Calculator,1.0,1,149.44690000265837,15.625,0,606,502,200,0,0,2
chal-674,( ( 18.0 - 10.0 ) * 15.0 ),120,Multiplication,0.958,SOAP_Calculator,120.0,1,149.41980014555156,15.625,0,607,504,200,0,0,2
chal-344,( 80.0 - 37.0 ),43,Subtraction,0.4938,SOAP_Calculator,43.0,1,74.8282999265939,0.0,0.00390625,304,252,200,0,0,1
chal-378,( 8.0 - 7.0 ),1,Subtraction,0.4632,SOAP_Calculator,1.0,1,51.87900015152991,0.0,0,302,251,200,0,0,1
chal-904,( 12.0 - 11.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,75.18019992858171,0.0,0,304,251,200,0,0,1
chal-369,( 4.0 + 3.0 ),7,Addition,0.4632,SOAP_Calculator,7.0,1,75.17399988137186,15.625,0.04296875,302,251,200,0,0,1
chal-569,( 9.0 + 11.0 ),20,Addition,0.4785,SOAP_Calculator,20.0,1,101.08039993792772,0.0,0.03515625,303,252,200,0,0,1
chal-276,( ( 7.0 - 2.0 ) - 4.0 ),1,Subtraction,0.9265,SOAP_Calculator,1.0,1,103.50510012358427,0.0,0.0390625,604,502,200,0,0,2
chal-691,( 4.0 * 6.0 ),24,Multiplication,0.4632,SOAP_Calculator,24.0,1,119.19749993830919,0.0,0,302,252,200,0,0,1
chal-267,( ( 108.0 - 35.0 ) - 62.0 ),11,Subtraction,0.9685,SOAP_Calculator,11.0,1,147.6638000458479,0.0,0,609,504,200,0,0,2
chal-783,( ( 6.0 + 2.0 ) + 4.0 ),12,Addition,0.9265,SOAP_Calculator,12.0,1,143.39589979499578,15.625,0.00390625,604,503,200,0,0,2
chal-938,( ( 10.0 + 11.0 ) - 4.0 ),17,Subtraction,0.9475,SOAP_Calculator,17.0,1,129.15419996716082,15.625,0.00390625,607,504,200,0,0,2
chal-534,( ( 67.0 + 60.0 ) - 58.0 ),69,Subtraction,0.958,SOAP_Calculator,69.0,1,170.9710001014173,0.0,0.0078125,609,505,200,0,0,2
chal-23,( 180.0 / 18.0 ),10,Common-Division,0.5091,SOAP_Calculator,10.0,1,72.05090019851923,0.0,0,305,252,200,0,0,1
chal-543,( 53.0 + 14.0 ),67,Addition,0.4938,SOAP_Calculator,67.0,1,72.12379993870854,0.0,0.04296875,304,252,200,0,0,1
chal-98,( 10.0 + 20.0 ),30,Addition,0.4938,SOAP_Calculator,30.0,1,71.15889992564917,0.0,0.0078125,304,252,200,0,0,1
chal-296,( 6.0 - 2.0 ),4,Subtraction,0.4632,SOAP_Calculator,4.0,1,51.94819997996092,0.0,0.0078125,302,251,200,0,0,1
chal-461,( 19.0 + 39.0 ),58,Addition,0.4938,SOAP_Calculator,58.0,1,57.02509987168014,0.0,0.0390625,304,252,200,0,0,1
chal-198,( 30.0 - 28.0 ),2,Subtraction,0.4938,SOAP_Calculator,2.0,1,53.49149997346103,0.0,0,304,251,200,0,0,1
chal-708,( 8.0 - 4.0 ),4,Subtraction,0.4632,SOAP_Calculator,4.0,1,73.64200009033084,15.625,0.00390625,302,251,200,0,0,1
chal-262,( 230.0 / 23.0 ),10,Common-Division,0.5091,SOAP_Calculator,10.0,1,75.3163998015225,15.625,0.03125,305,252,200,0,0,1
chal-311,( 31.0 + 35.0 ),66,Addition,0.4938,SOAP_Calculator,66.0,1,97.3243999760598,0.0,0,304,252,200,0,0,1
chal-980,( ( 81.0 + 92.0 ) - 46.0 ),127,Subtraction,0.958,SOAP_Calculator,127.0,1,198.9919999614358,0.0,0.01171875,609,506,200,0,0,2
chal-161,( 32.0 / 2.0 ),16,Common-Division,0.4785,SOAP_Calculator,16.0,1,95.9616000764072,15.625,0.03515625,303,252,200,0,0,1
chal-403,( 420.0 / 30.0 ),14,Common-Division,0.5091,SOAP_Calculator,14.0,1,73.67360009811819,0.0,0.00390625,305,252,200,0,0,1
chal-540,( ( 15.0 + 62.0 ) * 19.0 ),1463,Multiplication,0.958,SOAP_Calculator,1463.0,1,191.85220007784665,31.25,0,608,506,200,0,0,2
chal-177,( 12.0 - 4.0 ),8,Subtraction,0.4785,SOAP_Calculator,8.0,1,72.81839987263083,0.0,0.0078125,303,251,200,0,0,1
chal-727,( 90.0 + 484.0 ),574,Addition,0.5091,SOAP_Calculator,574.0,1,74.1594999562949,0.0,0.0078125,305,253,200,0,0,1
chal-794,( 6.0 - 3.0 ),3,Subtraction,0.4632,SOAP_Calculator,3.0,1,56.15139985457063,0.0,0.0390625,302,251,200,0,0,1
chal-819,( ( 5.0 + 7.0 ) - 9.0 ),3,Subtraction,0.9265,SOAP_Calculator,3.0,1,151.19119989685714,0.0,0.03515625,605,503,200,0,0,2
chal-779,( 17.0 - 5.0 ),12,Subtraction,0.4785,SOAP_Calculator,12.0,1,73.42550018802285,0.0,0.04296875,303,252,200,0,0,1
chal-757,( 16.0 - 12.0 ),4,Subtraction,0.4938,SOAP_Calculator,4.0,1,72.25189986638725,15.625,0.00390625,304,251,200,0,0,1
chal-298,( 676.0 - 22.0 ),654,Subtraction,0.5091,SOAP_Calculator,654.0,1,96.04529989883304,0.0,0,305,253,200,0,0,1
chal-92,( 408.0 - 42.0 ),366,Subtraction,0.5091,SOAP_Calculator,366.0,1,97.75970014743507,0.0,0.00390625,305,253,200,0,0,1
chal-930,( ( 512.0 + 471.0 ) + 808.0 ),1791,Addition,0.9895,SOAP_Calculator,1791.0,1,190.88670006021857,0.0,0.0078125,612,507,200,0,0,2
chal-450,( ( 38.0 + 36.0 ) - 16.0 ),58,Subtraction,0.958,SOAP_Calculator,58.0,1,186.334399972111,0.0,0,608,504,200,0,0,2
chal-646,( 40.0 - 8.0 ),32,Subtraction,0.4785,SOAP_Calculator,32.0,1,73.2205999083817,0.0,0.03515625,303,252,200,0,0,1
chal-15,( 6.0 + 4.0 ),10,Addition,0.4632,SOAP_Calculator,10.0,1,75.00399998389184,0.0,0.0078125,302,252,200,0,0,1
chal-481,( 165.0 * 156.0 ),25740,Multiplication,0.5244,SOAP_Calculator,25740.0,1,95.36089980974793,15.625,0.0078125,306,255,200,0,0,1
chal-997,( 75.0 - 19.0 ),56,Subtraction,0.4938,SOAP_Calculator,56.0,1,94.07590003684163,15.625,0.03125,304,252,200,0,0,1
chal-869,( 12.0 - 9.0 ),3,Subtraction,0.4785,SOAP_Calculator,3.0,1,53.86359989643097,0.0,0.00390625,303,251,200,0,0,1
chal-432,( 93.0 / ( 107.0 - 106.0 ) ),93,Common-Division,0.979,SOAP_Calculator,93.0,1,169.82019995339215,0.0,0.03125,609,503,200,0,0,2
chal-696,( 24.0 - 2.0 ),22,Subtraction,0.4785,SOAP_Calculator,22.0,1,75.63169999048114,0.0,0,303,252,200,0,0,1
chal-503,( ( 19.0 * 15.0 ) * 20.0 ),5700,Multiplication,0.958,SOAP_Calculator,5700.0,1,193.1703998707235,31.25,0.01171875,609,507,200,0,0,2
chal-261,( 242.0 - 115.0 ),127,Subtraction,0.5244,SOAP_Calculator,127.0,1,71.7230997979641,0.0,0,306,253,200,0,0,1
chal-329,( 154.0 - 91.0 ),63,Subtraction,0.5091,SOAP_Calculator,63.0,1,71.2303000036627,0.0,0,305,252,200,0,0,1
chal-180,( 18.0 - 5.0 ),13,Subtraction,0.4785,SOAP_Calculator,13.0,1,73.69099999777973,15.625,0.05078125,303,252,200,0,0,1
chal-565,( 16.0 - 14.0 ),2,Subtraction,0.4938,SOAP_Calculator,2.0,1,53.63660003058612,0.0,0.01171875,304,251,200,0,0,1
chal-396,( ( 706.0 + 222.0 ) + 418.0 ),1346,Addition,0.9895,SOAP_Calculator,1346.0,1,191.36270019225776,0.0,0.0390625,612,507,200,0,0,2
chal-496,( 42.0 - 19.0 ),23,Subtraction,0.4938,SOAP_Calculator,23.0,1,72.72129994817078,15.625,0.03125,304,252,200,0,0,1
chal-36,( ( 4.0 - 8.0 ) + 5.0 ),1,Addition,0.9265,SOAP_Calculator,9.0,0,170.05779989995062,0.0,0.03125,604,503,200,0,0,2
chal-443,( 244.0 * 146.0 ),35624,Multiplication,0.5244,SOAP_Calculator,35624.0,1,97.33240003697574,0.0,0.03515625,306,255,200,0,0,1
chal-928,( 25.0 + 16.0 ),41,Addition,0.4938,SOAP_Calculator,41.0,1,97.56430005654693,15.625,0,304,252,200,0,0,1
chal-660,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,0.9265,SOAP_Calculator,1.0,1,106.08140006661415,0.0,0,604,502,200,0,0,2
chal-637,( 13.0 - 10.0 ),3,Subtraction,0.4938,SOAP_Calculator,3.0,1,72.03810010105371,0.0,0,304,251,200,0,0,1
chal-99,( 112.0 / 16.0 ),7,Common-Division,0.5091,SOAP_Calculator,7.0,1,71.24159997329116,0.0,0.0859375,305,251,200,0,0,1
chal-338,( 43.0 - 25.0 ),18,Subtraction,0.4938,SOAP_Calculator,18.0,1,91.8302999343723,0.0,0,304,252,200,0,0,1
chal-13,( ( 692.0 + 692.0 ) - 458.0 ),926,Subtraction,0.9895,SOAP_Calculator,926.0,1,188.26299998909235,0.0,0.01171875,613,507,200,0,0,2
chal-685,( 56.0 - 29.0 ),27,Subtraction,0.4938,SOAP_Calculator,27.0,1,73.9098999183625,0.0,0.0078125,304,252,200,0,0,1
chal-117,( 400.0 / 40.0 ),10,Common-Division,0.5091,SOAP_Calculator,10.0,1,74.42889991216362,0.0,0.03125,305,252,200,0,0,1
chal-447,( 10.0 / 2.0 ),5,Common-Division,0.4785,SOAP_Calculator,5.0,1,52.7730998583138,0.0,0,303,251,200,0,0,1
chal-408,( 132.0 - 31.0 ),101,Subtraction,0.5091,SOAP_Calculator,101.0,1,73.52409977465868,0.0,0.00390625,305,253,200,0,0,1
chal-816,( 4.0 + 13.0 ),17,Addition,0.4785,SOAP_Calculator,17.0,1,53.59410005621612,0.0,0.0390625,303,252,200,0,0,1
chal-313,( ( 11.0 - 3.0 ) - 3.0 ),5,Subtraction,0.937,SOAP_Calculator,5.0,1,108.37480006739497,15.625,0.0078125,605,502,200,0,0,2
chal-359,( 94.0 - 47.0 ),47,Subtraction,0.4938,SOAP_Calculator,47.0,1,74.95829998515546,0.0,0,304,252,200,0,0,1
chal-472,( 896.0 / 8.0 ),112,Common-Division,0.4938,SOAP_Calculator,112.0,1,95.65280005335808,0.0,0.01171875,304,253,200,0,0,1
chal-205,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,0.9265,SOAP_Calculator,1.0,1,110.74030003510416,0.0,0,604,502,200,0,0,2
chal-228,( ( 14.0 + 21.0 ) / 7.0 ),5,Common-Division,0.9475,SOAP_Calculator,5.0,1,170.0284001417458,31.25,0.05078125,607,503,200,0,0,2
chal-482,( 12.0 * 5.0 ),60,Multiplication,0.4785,SOAP_Calculator,60.0,1,73.12979991547763,0.0,0.03515625,303,252,200,0,0,1
chal-40,( 19.0 - 16.0 ),3,Subtraction,0.4938,SOAP_Calculator,3.0,1,73.98759992793202,0.0,0.00390625,304,251,200,0,0,1
chal-392,( 19.0 + 18.0 ),37,Addition,0.4938,SOAP_Calculator,37.0,1,93.6068999581039,0.0,0.03515625,304,252,200,0,0,1
chal-111,( 52.0 / 26.0 ),2,Common-Division,0.4938,SOAP_Calculator,2.0,1,75.10920008644462,0.0,0,304,251,200,0,0,1
chal-833,( 6.0 - ( 3.0 + 2.0 ) ),1,Subtraction,0.9265,SOAP_Calculator,1.0,1,122.75750003755093,15.625,0.00390625,604,502,200,0,0,2
chal-813,( 16.0 - 15.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,74.65389999561012,0.0,0,304,251,200,0,0,1
chal-963,( 829.0 - 45.0 ),784,Subtraction,0.5091,SOAP_Calculator,784.0,1,97.16610005125403,0.0,0.015625,305,253,200,0,0,1
chal-422,( 8.0 - 7.0 ),1,Subtraction,0.4632,SOAP_Calculator,1.0,1,52.361899986863136,0.0,0.00390625,302,251,200,0,0,1
chal-341,( 5.0 - 3.0 ),2,Subtraction,0.4632,SOAP_Calculator,2.0,1,51.58929992467165,0.0,0.00390625,302,251,200,0,0,1
chal-184,( 14.0 * 30.0 ),420,Multiplication,0.4938,SOAP_Calculator,420.0,1,74.75919998250902,0.0,0,304,253,200,0,0,1
chal-998,( 60.0 * ( 55.0 / 15.0 ) ),220,Multiplication,0.958,SOAP_Calculator,240.0,0,168.01430005580187,15.625,0.0859375,607,504,200,0,0,2
