ID,Equation,Answer,Type,Complexity,Method_Used,Output_Answer,IsCorrect,Latency_ms,CPU_Cycles,RAM_Peak_MB
chal-276,( ( 7.0 - 2.0 ) - 4.0 ),1,Subtraction,1.0,Local_Fn,1.0,1,0.02159993164241314,0.0,0
chal-691,( 4.0 * 6.0 ),24,Multiplication,0.5,Local_Fn,24.0,1,0.018999911844730377,0.0,0
chal-267,( ( 108.0 - 35.0 ) - 62.0 ),11,Subtraction,1.0,Local_Fn,11.0,1,0.021399930119514465,0.0,0
chal-783,( ( 6.0 + 2.0 ) + 4.0 ),12,Addition,1.0,Local_Fn,12.0,1,0.021700048819184303,0.0,0
chal-938,( ( 10.0 + 11.0 ) - 4.0 ),17,Subtraction,1.0,Local_Fn,17.0,1,0.020999927073717117,0.0,0
chal-534,( ( 67.0 + 60.0 ) - 58.0 ),69,Subtraction,1.0,Local_Fn,69.0,1,0.021099811419844627,0.0,0
chal-23,( 180.0 / 18.0 ),10,Common-Division,0.5,Local_Fn,10.0,1,0.0195999164134264,0.0,0
chal-543,( 53.0 + 14.0 ),67,Addition,0.5,Local_Fn,67.0,1,0.019499799236655235,0.0,0
chal-98,( 10.0 + 20.0 ),30,Addition,0.5,Local_Fn,30.0,1,0.018700025975704193,0.0,0
chal-296,( 6.0 - 2.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.018799910321831703,0.0,0
chal-461,( 19.0 + 39.0 ),58,Addition,0.5,Local_Fn,58.0,1,0.01859990879893303,0.0,0
chal-198,( 30.0 - 28.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.018700025975704193,0.0,0
chal-708,( 8.0 - 4.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.01910002902150154,0.0,0
chal-262,( 230.0 / 23.0 ),10,Common-Division,0.5,Local_Fn,10.0,1,0.018900027498602867,0.0,0
chal-311,( 31.0 + 35.0 ),66,Addition,0.5,Local_Fn,66.0,1,0.018700025975704193,0.0,0
chal-980,( ( 81.0 + 92.0 ) - 46.0 ),127,Subtraction,1.0,Local_Fn,127.0,1,0.02110004425048828,0.0,0
chal-161,( 32.0 / 2.0 ),16,Common-Division,0.5,Local_Fn,16.0,1,0.01850002445280552,0.0,0
chal-403,( 420.0 / 30.0 ),14,Common-Division,0.5,Local_Fn,14.0,1,0.019300030544400215,0.0,0
chal-540,( ( 15.0 + 62.0 ) * 19.0 ),1463,Multiplication,1.0,Local_Fn,1463.0,1,0.02229982055723667,0.0,0
chal-177,( 12.0 - 4.0 ),8,Subtraction,0.5,Local_Fn,8.0,1,0.018900027498602867,0.0,0
chal-727,( 90.0 + 484.0 ),574,Addition,0.5,Local_Fn,574.0,1,0.018900027498602867,0.0,0
chal-794,( 6.0 - 3.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.018999911844730377,0.0,0
chal-819,( ( 5.0 + 7.0 ) - 9.0 ),3,Subtraction,1.0,Local_Fn,3.0,1,0.021300045773386955,0.0,0
chal-779,( 17.0 - 5.0 ),12,Subtraction,0.5,Local_Fn,12.0,1,0.019700033590197563,0.0,0
chal-757,( 16.0 - 12.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.01919991336762905,0.0,0
chal-298,( 676.0 - 22.0 ),654,Subtraction,0.5,Local_Fn,654.0,1,0.018700025975704193,0.0,0
chal-92,( 408.0 - 42.0 ),366,Subtraction,0.5,Local_Fn,366.0,1,0.019300030544400215,0.0,0
chal-930,( ( 512.0 + 471.0 ) + 808.0 ),1791,Addition,1.0,Local_Fn,1791.0,1,0.020799925550818443,0.0,0
chal-450,( ( 38.0 + 36.0 ) - 16.0 ),58,Subtraction,1.0,Local_Fn,58.0,1,0.020600156858563423,0.0,0
chal-646,( 40.0 - 8.0 ),32,Subtraction,0.5,Local_Fn,32.0,1,0.01869979314506054,0.0,0
chal-15,( 6.0 + 4.0 ),10,Addition,0.5,Local_Fn,10.0,1,0.019399914890527725,0.0,0
chal-481,( 165.0 * 156.0 ),25740,Multiplication,0.5,Local_Fn,25740.0,1,0.01900014467537403,0.0,0
chal-997,( 75.0 - 19.0 ),56,Subtraction,0.5,Local_Fn,56.0,1,0.018800143152475357,0.0,0
chal-869,( 12.0 - 9.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.018700025975704193,0.0,0
chal-432,( 93.0 / ( 107.0 - 106.0 ) ),93,Common-Division,1.0,Local_Fn,93.0,1,0.0212998129427433,0.0,0
chal-696,( 24.0 - 2.0 ),22,Subtraction,0.5,Local_Fn,22.0,1,0.018900027498602867,0.0,0
chal-503,( ( 19.0 * 15.0 ) * 20.0 ),5700,Multiplication,1.0,Local_Fn,5700.0,1,0.0212998129427433,0.0,0
chal-261,( 242.0 - 115.0 ),127,Subtraction,0.5,Local_Fn,127.0,1,0.019700033590197563,0.0,0
chal-329,( 154.0 - 91.0 ),63,Subtraction,0.5,Local_Fn,63.0,1,0.01950003206729889,0.0,0
chal-180,( 18.0 - 5.0 ),13,Subtraction,0.5,Local_Fn,13.0,1,0.019300030544400215,0.0,0
chal-565,( 16.0 - 14.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.01910002902150154,0.0,0
chal-396,( ( 706.0 + 222.0 ) + 418.0 ),1346,Addition,1.0,Local_Fn,1346.0,1,0.02110004425048828,0.0,0
chal-496,( 42.0 - 19.0 ),23,Subtraction,0.5,Local_Fn,23.0,1,0.02050003968179226,0.0,0
chal-36,( ( 4.0 - 8.0 ) + 5.0 ),1,Addition,1.0,Local_Fn,1.0,1,0.02110004425048828,0.0,0
chal-443,( 244.0 * 146.0 ),35624,Multiplication,0.5,Local_Fn,35624.0,1,0.018900027498602867,0.0,0
chal-928,( 25.0 + 16.0 ),41,Addition,0.5,Local_Fn,41.0,1,0.01910002902150154,0.0,0
chal-660,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,1.0,Local_Fn,1.0,1,0.028900103643536568,0.0,0
chal-637,( 13.0 - 10.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.01950003206729889,0.0,0
chal-99,( 112.0 / 16.0 ),7,Common-Division,0.5,Local_Fn,7.0,1,0.0195999164134264,0.0,0
chal-338,( 43.0 - 25.0 ),18,Subtraction,0.5,Local_Fn,18.0,1,0.0200001522898674,0.0,0
chal-13,( ( 692.0 + 692.0 ) - 458.0 ),926,Subtraction,1.0,Local_Fn,926.0,1,0.02159993164241314,0.0,0
chal-685,( 56.0 - 29.0 ),27,Subtraction,0.5,Local_Fn,27.0,1,0.018900027498602867,0.0,0
chal-117,( 400.0 / 40.0 ),10,Common-Division,0.5,Local_Fn,10.0,1,0.018600141629576683,0.0,0
chal-447,( 10.0 / 2.0 ),5,Common-Division,0.5,Local_Fn,5.0,1,0.018600141629576683,0.0,0
chal-408,( 132.0 - 31.0 ),101,Subtraction,0.5,Local_Fn,101.0,1,0.019999919459223747,0.0,0
chal-816,( 4.0 + 13.0 ),17,Addition,0.5,Local_Fn,17.0,1,0.01950003206729889,0.0,0
chal-313,( ( 11.0 - 3.0 ) - 3.0 ),5,Subtraction,1.0,Local_Fn,5.0,1,0.022600172087550163,0.0,0
chal-359,( 94.0 - 47.0 ),47,Subtraction,0.5,Local_Fn,47.0,1,0.019300030544400215,0.0,0
chal-472,( 896.0 / 8.0 ),112,Common-Division,0.5,Local_Fn,112.0,1,0.018700025975704193,0.0,0
chal-205,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,1.0,Local_Fn,1.0,1,0.02110004425048828,0.0,0
chal-228,( ( 14.0 + 21.0 ) / 7.0 ),5,Common-Division,1.0,Local_Fn,5.0,1,0.02140016295015812,0.0,0
chal-482,( 12.0 * 5.0 ),60,Multiplication,0.5,Local_Fn,60.0,1,0.018300022929906845,0.0,0
chal-40,( 19.0 - 16.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.01900014467537403,0.0,0
chal-392,( 19.0 + 18.0 ),37,Addition,0.5,Local_Fn,37.0,1,0.018900027498602867,0.0,0
chal-111,( 52.0 / 26.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.01859990879893303,0.0,0
chal-833,( 6.0 - ( 3.0 + 2.0 ) ),1,Subtraction,1.0,Local_Fn,1.0,1,0.021499814465641975,0.0,0
chal-813,( 16.0 - 15.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.0195999164134264,0.0,0
chal-963,( 829.0 - 45.0 ),784,Subtraction,0.5,Local_Fn,784.0,1,0.01929979771375656,0.0,0
chal-422,( 8.0 - 7.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.018799910321831703,0.0,0
chal-341,( 5.0 - 3.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.018600141629576683,0.0,0
chal-184,( 14.0 * 30.0 ),420,Multiplication,0.5,Local_Fn,420.0,1,0.018900027498602867,0.0,0
chal-998,( 60.0 * ( 55.0 / 15.0 ) ),220,Multiplication,1.0,Local_Fn,220.0,1,0.02119992859661579,0.0,0
chal-423,( 4950.0 / 495.0 ),10,Common-Division,0.5,Local_Fn,10.0,1,0.020799925550818443,0.0,0
chal-182,( 83.0 - 54.0 ),29,Subtraction,0.5,Local_Fn,29.0,1,0.019499799236655235,0.0,0
chal-905,( 9.0 - ( 6.0 - 4.0 ) ),7,Subtraction,1.0,Local_Fn,7.0,1,0.02110004425048828,0.0,0
chal-862,( 14.0 - 13.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.018700025975704193,0.0,0
chal-650,( 22.0 / 11.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.01850002445280552,0.0,0
chal-746,( ( 173.0 - 86.0 ) + 103.0 ),190,Addition,1.0,Local_Fn,190.0,1,0.02119992859661579,0.0,0
chal-701,( 6.0 - 2.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.019499799236655235,0.0,0
chal-106,( 16.0 * 6.0 ),96,Multiplication,0.5,Local_Fn,96.0,1,0.018800143152475357,0.0,0
chal-920,( 4.0 / 2.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.018700025975704193,0.0,0
chal-652,( 11.0 - ( 9.0 - 4.0 ) ),6,Subtraction,1.0,Local_Fn,6.0,1,0.021300045773386955,0.0,0
chal-367,( 460.0 / 5.0 ),92,Common-Division,0.5,Local_Fn,92.0,1,0.018700025975704193,0.0,0
chal-620,( 21.0 + 7.0 ),28,Addition,0.5,Local_Fn,28.0,1,0.018700025975704193,0.0,0
chal-906,( ( 2.0 * 12.0 ) / 4.0 ),6,Common-Division,1.0,Local_Fn,6.0,1,0.021700048819184303,0.0,0
chal-316,( 90.0 / 5.0 ),18,Common-Division,0.5,Local_Fn,18.0,1,0.019399914890527725,0.0,0
chal-43,( 177.0 * 46.0 ),8142,Multiplication,0.5,Local_Fn,8142.0,1,0.018900027498602867,0.0,0
chal-131,( 20.0 - 11.0 ),9,Subtraction,0.5,Local_Fn,9.0,1,0.019600149244070053,0.0,0
chal-441,( 88.0 + 53.0 ),141,Addition,0.5,Local_Fn,141.0,1,0.01859990879893303,0.0,0
chal-152,( ( 544.0 * 10 ) * 32.0 ),174080,Multiplication,1.0,Local_Fn,174080.0,1,0.020999927073717117,0.0,0
chal-589,( 315.0 + 291.0 ),606,Addition,0.5,Local_Fn,606.0,1,0.019399914890527725,0.0,0
chal-37,( 246.0 + 703.0 ),949,Addition,0.5,Local_Fn,949.0,1,0.018700025975704193,0.0,0
chal-153,( 10.0 * 45.0 ),450,Multiplication,0.5,Local_Fn,450.0,1,0.018799910321831703,0.0,0
chal-677,( 19.0 - 4.0 ),15,Subtraction,0.5,Local_Fn,15.0,1,0.0271000899374485,0.0,0
chal-961,( 84.0 + 8.0 ),92,Addition,0.5,Local_Fn,92.0,1,0.019399914890527725,0.0,0
chal-602,( 28.0 + 42.0 ),70,Addition,0.5,Local_Fn,70.0,1,0.02010003663599491,0.0,0
chal-438,( 6.0 + 2.0 ),8,Addition,0.5,Local_Fn,8.0,1,0.01950003206729889,0.0,0
chal-453,( 8.0 - 5.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.018900027498602867,0.0,0
chal-786,( 35.0 / 5.0 ),7,Common-Division,0.5,Local_Fn,7.0,1,0.01859990879893303,0.0,0
chal-269,( 81.0 / 3.0 ),27,Common-Division,0.5,Local_Fn,27.0,1,0.018700025975704193,0.0,0
chal-134,( 13.0 - 12.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.018999911844730377,0.0,0
chal-342,( 4.0 / 2.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.018799910321831703,0.0,0
chal-804,( 10.0 - 8.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.01950003206729889,0.0,0
chal-46,( 35.0 - 3.0 ),32,Subtraction,0.5,Local_Fn,32.0,1,0.018999911844730377,0.0,0
chal-284,( ( 9.0 + 7.0 ) - 10.0 ),6,Subtraction,1.0,Local_Fn,6.0,1,0.02159993164241314,0.0,0
chal-653,( 92.0 / 46.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.01919991336762905,0.0,0
chal-949,( 157.0 * 146.0 ),22922,Multiplication,0.5,Local_Fn,22922.0,1,0.018900027498602867,0.0,0
chal-53,( 20.0 / 5.0 ),4,Common-Division,0.5,Local_Fn,4.0,1,0.01850002445280552,0.0,0
chal-822,( 16.0 + 74.0 ),90,Addition,0.5,Local_Fn,90.0,1,0.01919991336762905,0.0,0
chal-780,( 22.0 * 46.0 ),1012,Multiplication,0.5,Local_Fn,1012.0,1,0.018800143152475357,0.0,0
chal-978,( 58.0 - 33.0 ),25,Subtraction,0.5,Local_Fn,25.0,1,0.018999911844730377,0.0,0
chal-600,( ( 10.0 * 7.0 ) - 2.0 ),68,Subtraction,1.0,Local_Fn,68.0,1,0.02159993164241314,0.0,0
chal-209,( ( 2.0 + 5.0 ) - 4.0 ),3,Subtraction,1.0,Local_Fn,3.0,1,0.02110004425048828,0.0,0
chal-352,( 9.0 - 4.0 ),5,Subtraction,0.5,Local_Fn,5.0,1,0.018700025975704193,0.0,0
chal-216,( 14.0 - 2.0 ),12,Subtraction,0.5,Local_Fn,12.0,1,0.019499799236655235,0.0,0
chal-289,( 8.0 - 6.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.018799910321831703,0.0,0
chal-279,( 140.0 * 187.0 ),26180,Multiplication,0.5,Local_Fn,26180.0,1,0.018800143152475357,0.0,0
chal-954,( 29.0 - 26.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.019200146198272705,0.0,0
chal-821,( 137.0 + 105.0 ),242,Addition,0.5,Local_Fn,242.0,1,0.019600149244070053,0.0,0
chal-110,( 58.0 - 35.0 ),23,Subtraction,0.5,Local_Fn,23.0,1,0.019099796190857887,0.0,0
chal-119,( 489.0 - 479.0 ),10,Subtraction,0.5,Local_Fn,10.0,1,0.018999911844730377,0.0,0
chal-942,( 18.0 + 5.0 ),23,Addition,0.5,Local_Fn,23.0,1,0.01950003206729889,0.0,0
chal-138,( 9.0 * 20.0 ),180,Multiplication,0.5,Local_Fn,180.0,1,0.018799910321831703,0.0,0
chal-107,( 828521.0 - 800059.0 ),28462,Subtraction,0.5,Local_Fn,28462.0,1,0.01950003206729889,0.0,0
chal-307,( 19.0 - 14.0 ),5,Subtraction,0.5,Local_Fn,5.0,1,0.019399914890527725,0.0,0
chal-973,( 53.0 - 21.0 ),32,Subtraction,0.5,Local_Fn,32.0,1,0.018900027498602867,0.0,0
chal-9,( 10.0 - 6.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.1251001376658678,0.0,0
chal-823,( 14.0 / 7.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.028399983420968056,0.0,0
chal-310,( ( 10.0 + 3.0 ) + 7.0 ),20,Addition,1.0,Local_Fn,20.0,1,0.0295999925583601,0.0,0
chal-557,( 21.0 - ( 5.0 + 9.0 ) ),7,Subtraction,1.0,Local_Fn,7.0,1,0.02359994687139988,0.0,0
chal-744,( ( 8.0 + 12.0 ) - 3.0 ),17,Subtraction,1.0,Local_Fn,17.0,1,0.022999942302703857,0.0,0
chal-635,( 22.0 + 20.0 ),42,Addition,0.5,Local_Fn,42.0,1,0.02040015533566475,0.0,0
chal-292,( 19.0 - 13.0 ),6,Subtraction,0.5,Local_Fn,6.0,1,0.02110004425048828,0.0,0
chal-379,( 15.0 - 12.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.020300038158893585,0.0,0
chal-890,( 13.0 * 16.0 ),208,Multiplication,0.5,Local_Fn,208.0,1,0.020700041204690933,0.0,0
chal-630,( 12.0 - 2.0 ),10,Subtraction,0.5,Local_Fn,10.0,1,0.020999927073717117,0.0,0
chal-358,( 13.0 - 2.0 ),11,Subtraction,0.5,Local_Fn,11.0,1,0.020900042727589607,0.0,0
chal-713,( 18.0 - 3.0 ),15,Subtraction,0.5,Local_Fn,15.0,1,0.020900042727589607,0.0,0
chal-621,( 6.0 - 4.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.021300045773386955,0.0,0
chal-519,( 120.0 / 6.0 ),20,Common-Division,0.5,Local_Fn,20.0,1,0.020999927073717117,0.0,0
chal-663,( 17.0 - 12.0 ),5,Subtraction,0.5,Local_Fn,5.0,1,0.020899809896945953,0.0,0
chal-551,( ( 41.0 - 6.0 ) / 7.0 ),5,Common-Division,1.0,Local_Fn,5.0,1,0.024300068616867065,0.0,0
chal-76,( 53.0 * 41.0 ),2173,Multiplication,0.5,Local_Fn,2173.0,1,0.020700041204690933,0.0,0
chal-103,( ( 3.0 + 4.0 ) - 6.0 ),1,Subtraction,1.0,Local_Fn,1.0,1,0.022999942302703857,0.0,0
chal-577,( ( 15.0 + 18.0 ) - 7.0 ),26,Subtraction,1.0,Local_Fn,26.0,1,0.023999949917197227,0.0,0
chal-858,( 34.0 - 10.0 ),24,Subtraction,0.5,Local_Fn,24.0,1,0.02050003968179226,0.0,0
chal-10,( 9.0 + 12.0 ),21,Addition,0.5,Local_Fn,21.0,1,0.020499806851148605,0.0,0
chal-75,( 218.0 + 351.0 ),569,Addition,0.5,Local_Fn,569.0,1,0.020600156858563423,0.0,0
chal-952,( 5.0 + 11.0 ),16,Addition,0.5,Local_Fn,16.0,1,0.020700041204690933,0.0,0
chal-469,( 9.0 - ( 3.0 * 2.0 ) ),3,Subtraction,1.0,Local_Fn,3.0,1,0.022800173610448837,0.0,0
chal-308,( ( 301.0 - 157.0 ) / 144.0 ),1,Common-Division,1.0,Local_Fn,1.0,1,0.02340017817914486,0.0,0
chal-135,( 11.0 * 28.0 ),308,Multiplication,0.5,Local_Fn,308.0,1,0.020399922505021095,0.0,0
chal-860,( 7.0 * 30.0 ),210,Multiplication,0.5,Local_Fn,210.0,1,0.02010003663599491,0.0,0
chal-885,( 6.0 / 2.0 ),3,Common-Division,0.5,Local_Fn,3.0,1,0.020399922505021095,0.0,0
chal-245,( 19.0 - 8.0 ),11,Subtraction,0.5,Local_Fn,11.0,1,0.021200161427259445,0.0,0
chal-642,( ( 4.0 + 22.0 ) + 16.0 ),42,Addition,1.0,Local_Fn,42.0,1,0.02150004729628563,0.0,0
chal-210,( 30.0 - 23.0 ),7,Subtraction,0.5,Local_Fn,7.0,1,0.019300030544400215,0.0,0
chal-268,( 12.0 + 17.0 ),29,Addition,0.5,Local_Fn,29.0,1,0.01840014010667801,0.0,0
chal-871,( 18.0 - 8.0 ),10,Subtraction,0.5,Local_Fn,10.0,1,0.018700025975704193,0.0,0
chal-536,( 492.0 - 11.0 ),481,Subtraction,0.5,Local_Fn,481.0,1,0.01859990879893303,0.0,0
chal-579,( 18.0 / 2.0 ),9,Common-Division,0.5,Local_Fn,9.0,1,0.018700025975704193,0.0,0
chal-846,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,1.0,Local_Fn,1.0,1,0.021300045773386955,0.0,0
chal-969,( ( 13.0 + 10.0 ) + 15.0 ),38,Addition,1.0,Local_Fn,38.0,1,0.021399930119514465,0.0,0
chal-84,( ( 632.0 + 465.0 ) - 410.0 ),687,Subtraction,1.0,Local_Fn,687.0,1,0.021200161427259445,0.0,0
chal-41,( 12.0 - 2.0 ),10,Subtraction,0.5,Local_Fn,10.0,1,0.019300030544400215,0.0,0
chal-609,( 12.0 - 7.0 ),5,Subtraction,0.5,Local_Fn,5.0,1,0.01859990879893303,0.0,0
chal-593,( 42.0 / 3.0 ),14,Common-Division,0.5,Local_Fn,14.0,1,0.01850002445280552,0.0,0
chal-854,( 16.0 * 6.0 ),96,Multiplication,0.5,Local_Fn,96.0,1,0.018700025975704193,0.0,0
chal-584,( 7.0 - 3.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.01910002902150154,0.0,0
chal-123,( 8.0 - 4.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.018600141629576683,0.0,0
chal-414,( 16.0 - 8.0 ),8,Subtraction,0.5,Local_Fn,8.0,1,0.019099796190857887,0.0,0
chal-241,( 300.0 - 280.0 ),20,Subtraction,0.5,Local_Fn,20.0,1,0.019700033590197563,0.0,0
chal-724,( 33.0 / 11.0 ),3,Common-Division,0.5,Local_Fn,3.0,1,0.01850002445280552,0.0,0
chal-610,( 30.0 + 8.0 ),38,Addition,0.5,Local_Fn,38.0,1,0.018799910321831703,0.0,0
chal-767,( 20.0 - 6.0 ),14,Subtraction,0.5,Local_Fn,14.0,1,0.01929979771375656,0.0,0
chal-191,( 154.0 - 78.0 ),76,Subtraction,0.5,Local_Fn,76.0,1,0.018600141629576683,0.0,0
chal-83,( 6.0 - 4.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.01859990879893303,0.0,0
chal-521,( ( 73.0 + 724.0 ) + 744.0 ),1541,Addition,1.0,Local_Fn,1541.0,1,0.020800158381462097,0.0,0
chal-877,( 20.0 / 4.0 ),5,Common-Division,0.5,Local_Fn,5.0,1,0.01819990575313568,0.0,0
chal-806,( 7.0 - 5.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.01829979009926319,0.0,0
chal-784,( 392.0 / 14.0 ),28,Common-Division,0.5,Local_Fn,28.0,1,0.018800143152475357,0.0,0
chal-515,( 10.0 + 4.0 ),14,Addition,0.5,Local_Fn,14.0,1,0.018600141629576683,0.0,0
chal-489,( 45.0 * 9.0 ),405,Multiplication,0.5,Local_Fn,405.0,1,0.018300022929906845,0.0,0
chal-848,( 6.0 + 4.0 ),10,Addition,0.5,Local_Fn,10.0,1,0.018700025975704193,0.0,0
chal-673,( 30.0 - 23.0 ),7,Subtraction,0.5,Local_Fn,7.0,1,0.018799910321831703,0.0,0
chal-59,( 13.0 - 3.0 ),10,Subtraction,0.5,Local_Fn,10.0,1,0.018300022929906845,0.0,0
chal-322,( 167.0 - 89.0 ),78,Subtraction,0.5,Local_Fn,78.0,1,0.01910002902150154,0.0,0
chal-692,( 232.0 - 86.0 ),146,Subtraction,0.5,Local_Fn,146.0,1,0.01910002902150154,0.0,0
chal-556,( 37.0 - 36.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.01850002445280552,0.0,0
chal-594,( 215.0 / 5.0 ),43,Common-Division,0.5,Local_Fn,43.0,1,0.018399907276034355,0.0,0
chal-838,( ( 9.0 + 8.0 ) + 17.0 ),34,Addition,1.0,Local_Fn,34.0,1,0.02119992859661579,0.0,0
chal-223,( 19.0 - 4.0 ),15,Subtraction,0.5,Local_Fn,15.0,1,0.018700025975704193,0.0,0
chal-304,( 12.0 - 11.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.018600141629576683,0.0,0
chal-717,( 4.0 - 3.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.018300022929906845,0.0,0
chal-159,( ( 31.0 + 27.0 ) * 11.0 ),638,Multiplication,1.0,Local_Fn,638.0,1,0.04850002005696297,0.0,0
chal-499,( 14.0 - 5.0 ),9,Subtraction,0.5,Local_Fn,9.0,1,0.01950003206729889,0.0,0
chal-570,( 32.0 / 8.0 ),4,Common-Division,0.5,Local_Fn,4.0,1,0.018800143152475357,0.0,0
chal-898,( 17.0 - 11.0 ),6,Subtraction,0.5,Local_Fn,6.0,1,0.018700025975704193,0.0,0
chal-293,( 27.0 - 23.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.01919991336762905,0.0,0
chal-466,( 46.0 - 43.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.018800143152475357,0.0,0
chal-989,( ( 109.0 + 82.0 ) * 79.0 ),15089,Multiplication,1.0,Local_Fn,15089.0,1,0.020999927073717117,0.0,0
chal-400,( ( 4.0 + 8.0 ) / 3.0 ),4,Common-Division,1.0,Local_Fn,4.0,1,0.020399922505021095,0.0,0
chal-3,( 26.0 - 9.0 ),17,Subtraction,0.5,Local_Fn,17.0,1,0.01840014010667801,0.0,0
chal-887,( 50.0 - 6.0 ),44,Subtraction,0.5,Local_Fn,44.0,1,0.019200146198272705,0.0,0
chal-169,( ( 33.0 + 51.0 ) - 63.0 ),21,Subtraction,1.0,Local_Fn,21.0,1,0.02150004729628563,0.0,0
chal-726,( 242.0 - 136.0 ),106,Subtraction,0.5,Local_Fn,106.0,1,0.018700025975704193,0.0,0
chal-870,( 26.0 / 13.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.01859990879893303,0.0,0
chal-219,( 14.0 / 7.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.018399907276034355,0.0,0
chal-493,( ( 491.0 - 216.0 ) * 1181.0 ),324775,Multiplication,1.0,Local_Fn,324775.0,1,0.02819998189806938,0.015625,0
chal-716,( 13.0 - ( 9.0 - 4.0 ) ),8,Subtraction,1.0,Local_Fn,8.0,1,0.020999927073717117,0.0,0
chal-752,( 10.0 - 8.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.0195999164134264,0.0,0
chal-171,( 893835.0 + 644997.0 ),1538832,Addition,0.5,Local_Fn,1538832.0,1,0.01910002902150154,0.0,0
chal-243,( 52.0 + 38.0 ),90,Addition,0.5,Local_Fn,90.0,1,0.018799910321831703,0.0,0
chal-981,( 15.0 - 10.0 ),5,Subtraction,0.5,Local_Fn,5.0,1,0.018800143152475357,0.0,0
chal-16,( ( 36.0 - 12.0 ) - 8.0 ),16,Subtraction,1.0,Local_Fn,16.0,1,0.02210005186498165,0.0,0
chal-554,( 28.0 - 22.0 ),6,Subtraction,0.5,Local_Fn,6.0,1,0.01859990879893303,0.0,0
chal-668,( 3.0 + 6.0 ),9,Addition,0.5,Local_Fn,9.0,1,0.018799910321831703,0.0,0
chal-52,( 14.0 - 8.0 ),6,Subtraction,0.5,Local_Fn,6.0,1,0.01840014010667801,0.0,0
chal-990,( 7.0 - 4.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.018399907276034355,0.0,0
chal-564,( 12.0 - 11.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.01919991336762905,0.0,0
chal-454,( 19.0 - 15.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.018399907276034355,0.0,0
chal-78,( 5.0 + 3.0 ),8,Addition,0.5,Local_Fn,8.0,1,0.01819990575313568,0.0,0
chal-256,( 14.0 - 5.0 ),9,Subtraction,0.5,Local_Fn,9.0,1,0.01850002445280552,0.0,0
chal-913,( ( 868.0 + 868.0 ) - 281.0 ),1455,Subtraction,1.0,Local_Fn,1455.0,1,0.02050003968179226,0.0,0
chal-718,( 81.0 - 68.0 ),13,Subtraction,0.5,Local_Fn,13.0,1,0.018300022929906845,0.0,0
chal-188,( 78.0 - 22.0 ),56,Subtraction,0.5,Local_Fn,56.0,1,0.017999904230237007,0.0,0
chal-830,( 17.0 - 16.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.018600141629576683,0.0,0
chal-144,( 60.0 / 10.0 ),6,Common-Division,0.5,Local_Fn,6.0,1,0.018300022929906845,0.0,0
